category,roots,meaning,word,breakdown,definition,phonetic,example,translation,native_vibe,synonym_nuance,visual_prompt,social_status,emotional_tone,street_usage,collocation,etymon_story,usage_warning,memory_hook,audio_tag
專業醫學,-ectasis,擴張,bronchiectasis,bronchi + ectasis,支氣管擴張,/ˌbrɒŋ.kiˈek.tə.sɪs/,Chronic bronchiectasis.,慢性支氣管擴張。,,,,,,,,,,,
專業醫學,-clast,破壞,osteoclast,osteo (骨) + clast,破骨細胞,/ˈɑː.stioʊ.klæst/,Osteoclast activity.,破骨細胞活性。,,,,,,,,,,,
專業醫學,-blast,形成,osteoblast,osteo (骨) + blast,成骨細胞,/ˈɑː.stioʊ.blæst/,Osteoblast bone formation.,成骨細胞形成骨骼。,,,,,,,,,,,
專業醫學,morph,形態,polymorphism,poly (多) + morph (形),多型性(基因),/ˌpɑː.liˈmɔːr.fɪ.zəm/,Genetic polymorphism.,基因多型性。,,,,,,,,,,,
專業醫學,-genesis,形成,angiogenesis,angio (管) + genesis,血管新生,/ˌæn.dʒi.oʊˈdʒen.ə.sɪs/,Tumor angiogenesis.,腫瘤血管新生。,,,,,,,,,,,
專業醫學,echo,回音,echocardiography,echo + cardio + graphy,心臟超音波檢查,/ˌek.oʊ.kɑːr.diˈɑː.ɡrə.fi/,Order an echocardiography.,安排心臟超音波。,,,,,,,,,,,
專業醫學,-centesis,穿刺,amniocentesis,amnio (羊膜) + centesis,羊膜穿刺術,/ˌæm.ni.oʊ.senˈtiː.sɪs/,Amniocentesis for testing.,羊膜穿刺檢查。,,,,,,,,,,,
專業醫學,-malacia,軟化,osteomalacia,osteo (骨) + malacia,骨軟化症,/ˌɑː.sti.oʊ.məˈleɪ.ʃə/,Vitamin D deficiency.,維生素D缺乏導致。,,,,,,,,,,,
專業醫學,-ptos,下垂,nephroptosis,nephro (腎) + ptosis,腎下垂,/ˌnef.rəpˈtoʊ.sɪs/,A floating kidney.,游離腎。,,,,,,,,,,,
專業醫學,-ptos,下垂,blepharoptosis,blepharo (眼瞼) + ptosis,眼瞼下垂,/ˌblef.ə.rəpˈtoʊ.sɪs/,Myasthenia gravis.,重症肌無力常見。,,,,,,,,,,,
專業醫學,-megaly,巨大,hepatosplenomegaly,hepato + spleno + megaly,肝脾腫大,/həˌpæt.oʊ.splen.əˈmeɡ.ə.li/,Significant hepatosplenomegaly.,明顯的肝脾腫大。,,,,,,,,,,,
專業醫學,chol-,膽,choledocholithiasis,chole (膽) + docho + lith,總膽管結石,/kəˌled.ə.koʊ.lɪˈθaɪ.ə.sɪs/,Common bile duct stone.,總膽管結石。,,,,,,,,,,,
專業醫學,-paresis,輕癱,gastroparesis,gastro (胃) + paresis,胃輕癱,/ˌɡæs.troʊ.pəˈriː.sɪs/,Diabetic gastroparesis.,糖尿病性胃輕癱。,,,,,,,,,,,
專業醫學,-esthesia,感覺,paresthesia,par (異) + esthesia,感覺異常(麻刺),/ˌpær.əsˈθiː.ʒə/,Paresthesia in hands.,手部感覺異常。,,,,,,,,,,,
專業醫學,-trophy,營養,dystrophy,dys (壞) + trophy,營養不良/萎縮,/ˈdɪs.trə.fi/,Muscular dystrophy.,肌肉萎縮症(肌營養不良)。,,,,,,,,,,,
專業醫學,nephro-,腎,hydronephrosis,hydro (水) + nephro + osis,腎積水,/ˌhaɪ.droʊ.nəˈfroʊ.sɪs/,Bilateral hydronephrosis.,雙側腎積水。,,,,,,,,,,,
專業醫學,dys-,異常,dysplasia,dys (異) + plasia (形成),形成不良/異生,/dɪsˈpleɪ.ʒə/,Cervical dysplasia.,子宮頸上皮異生。,,,,,,,,,,,
專業醫學,auto-,自我,autophagy,auto (自) + phagy (吃),細胞自噬,/ɔːˈtɑː.fə.dʒi/,Cellular autophagy.,細胞自噬作用。,,,,,,,,,,,
專業醫學,xeno-,異種,xenograft,xeno (異) + graft (移植),異種移植,/ˈzen.ə.ɡræft/,Porcine valve xenograft.,豬瓣膜異種移植。,,,,,,,,,,,
專業醫學,-phoresis,攜帶/電泳,electrophoresis,electro + phoresis,電泳,/iˌlek.troʊ.fəˈriː.sɪs/,Hb electrophoresis.,血紅素電泳。,,,,,,,,,,,
專業醫學,lith-,石,nephrolithiasis,nephro + lith + iasis,腎結石症,/ˌnef.roʊ.lɪˈθaɪ.ə.sɪs/,Chronic nephrolithiasis.,慢性腎結石。,,,,,,,,,,,
專業醫學,-ism,狀態,cryptorchidism,crypt (隱) + orchid + ism,隱睪症,/krɪpˈtɔːr.kɪ.dɪ.zəm/,Pediatric cryptorchidism.,小兒隱睪症。,,,,,,,,,,,
專業醫學,-cele,疝氣/腫大,hydrocele,hydro (水) + cele,陰囊水腫/水疝,/ˈhaɪ.droʊ.siːl/,Scrotal hydrocele.,陰囊水腫。,,,,,,,,,,,
專業心理,psych,靈魂/心智,psychosis,psych (心) + osis (狀態),精神錯亂/思覺失調,/saɪˈkoʊ.sɪs/,Acute psychosis.,急性精神錯亂。,,,,,,,,,,,
專業心理,psych,心智,psychosomatic,psycho + somat (身) + ic,身心症(心理影響生理),/ˌsaɪ.koʊ.səˈmæt̬.ɪk/,Psychosomatic illness.,身心官能症。,,,,,,,,,,,
專業心理,schizo,分裂,schizophrenia,schizo (裂) + phren (心),思覺失調症,/ˌskɪt.səˈfriː.ni.ə/,Symptoms of schizophrenia.,思覺失調症狀。,,,,,,,,,,,
專業心理,phren,心智,phrenology,phren (心) + ology,顱相學(古老的腦區研究),/frəˈnɑː.lə.dʒi/,Historical phrenology.,歷史上的顱相學。,,,,,,,,,,,
專業心理,gnos,認知/知道,agnosia,a (無) + gnos (知) + ia,失認症,/æɡˈnoʊ.ʒə/,Visual agnosia.,視覺失認症。,,,,,,,,,,,
專業心理,lex,文字,dyslexia,dys (困難) + lex (字),閱讀障礙,/dɪsˈlek.si.ə/,Children with dyslexia.,患有閱讀障礙的兒童。,,,,,,,,,,,
專業心理,mne,記憶,amnesia,a (無) + mnes (記) + ia,健忘症/記憶喪失,/æmˈniː.ʒə/,Retrograde amnesia.,逆行性失憶症。,,,,,,,,,,,
專業心理,thym,情緒/心境,dysthymia,dys (壞) + thym (心境),輕鬱症/心境惡劣,/dɪsˈθaɪ.mi.ə/,Chronic dysthymia.,慢性輕鬱症。,,,,,,,,,,,
專業心理,thym,心境,cyclothymia,cyclo (圓) + thym (心境),循環性情感障礙,/ˌsaɪ.kloʊˈθaɪ.mi.ə/,Cyclothymia diagnosis.,循環性情感障礙診斷。,,,,,,,,,,,
專業心理,phobia,恐懼,agoraphobia,agora (廣場) + phobia,廣場恐懼症,/ˌæɡ.ər.əˈfoʊ.bi.ə/,Fear of open spaces.,對開放空間的恐懼。,,,,,,,,,,,
專業心理,mania,狂熱,hypomania,hypo (低) + mania,輕躁狂,/ˌhaɪ.poʊˈmeɪ.ni.ə/,Episode of hypomania.,輕躁狂發作。,,,,,,,,,,,
專業心理,somn,睡眠,insomnia,in (無) + somn (睡),失眠症,/ɪnˈsɑːm.ni.ə/,Chronic insomnia.,慢性失眠。,,,,,,,,,,,
專業心理,narc,麻木/睡眠,narcolepsy,narco (睡) + lepsy (發作),猝睡症,/ˈnɑːr.kə.lep.si/,Symptoms of narcolepsy.,猝睡症狀。,,,,,,,,,,,
專業心理,phil,喜好,paraphilia,para (偏離) + philia,性偏好障礙,/ˌpær.əˈfɪl.i.ə/,Research on paraphilia.,性偏好障礙研究。,,,,,,,,,,,
專業心理,iatr,治療,psychiatry,psych + iatry (醫治),精神醫學,/saɪˈkaɪ.ə.tri/,Clinical psychiatry.,臨床精神醫學。,,,,,,,,,,,
專業心理,neur,神經,neuroplasticity,neuro + plastic (塑形),神經塑造性,/ˌnʊr.oʊ.plæsˈtɪs.ə.t̬i/,Brain neuroplasticity.,大腦神經塑造性。,,,,,,,,,,,
專業心理,val,價值/力量,ambivalence,ambi (雙) + val (力量),矛盾心理,/æmˈbɪv.ə.ləns/,Emotional ambivalence.,情感上的矛盾。,,,,,,,,,,,
專業心理,ego,自我,egocentrism,ego + centr (中心),自我中心主義,/ˌiː.ɡoʊˈsen.trɪ.zəm/,Piaget's egocentrism.,皮亞傑的自我中心觀。,,,,,,,,,,,
專業心理,trop,轉向,neurotransmitter,neuro + trans + mit,神經傳導物質,/ˌnʊr.oʊ.trænzˈmɪt̬.ɚ/,Serotonin is a neurotransmitter.,血清素是一種神經傳導物質。,,,,,,,,,,,
專業心理,affect,情感/影響,affective,affect (情感) + ive,情感的/情緒的,/əˈfek.tɪv/,Affective disorders.,情感障礙。,,,,,,,,,,,
專業心理,intro-,向內,introversion,intro (內) + vers (轉),內向性,/ˌɪn.trəˈvɝː.ʒən/,Introversion is a trait.,內向性是一種人格特質。,,,,,,,,,,,
專業心理,extra-,向外,extraversion,extra (外) + vers (轉),外向性,/ˌek.strəˈvɝː.ʒən/,High extraversion score.,高外向性分數。,,,,,,,,,,,
專業心理,hered,繼承,hereditability,hered (遺傳) + itability,遺傳率,/həˌred.ɪ.təˈbɪl.ə.t̬i/,Hereditability of IQ.,智商的遺傳率。,,,,,,,,,,,
專業心理,attach,繫上,attachment,attach (依附) + ment,依附理論,/əˈtætʃ.mənt/,Secure attachment style.,安全依附型態。,,,,,,,,,,,
專業心理,cog,知道,metacognition,meta (超越) + cogn (知),後設認知,/ˌmet̬.ə.kɑːɡˈnɪʃ.ən/,Metacognition skills.,後設認知技巧。,,,,,,,,,,,
專業心理,sensi,感覺,desensitization,de (去) + sensitize (敏感),減敏感法,/diːˌsen.sə.t̬əˈzeɪ.ʃən/,Systematic desensitization.,系統減敏感法。,,,,,,,,,,,
專業心理,condit,條件,conditioning,condition (條件) + ing,制約,/kənˈdɪʃ.ən.ɪŋ/,Operant conditioning.,操作制約。,,,,,,,,,,,
專業心理,reinfor,加強,reinforcement,re + in + force (力量),增強,/ˌriː.ɪnˈfɔːrs.mənt/,Positive reinforcement.,正增強。,,,,,,,,,,,
專業心理,-ity,狀態,reliability,rely (可靠) + bility,信度,/rɪˌlaɪ.əˈbɪl.ə.t̬i/,Test-retest reliability.,再測信度。,,,,,,,,,,,
專業心理,val,強壯/有效,validity,valid (有效) + ity,效度,/vəˈlɪd.ə.t̬i/,Construct validity.,建構效度。,,,,,,,,,,,
專業心理,correl,相關,correlation,cor (共同) + relation,相關性,/ˌkɔːr.əˈleɪ.ʃən/,Positive correlation.,正相關。,,,,,,,,,,,
專業心理,devi,偏離,deviation,de (離) + vi (路) + ation,偏差/標準差,/ˌdiː.viˈeɪ.ʃən/,Standard deviation (SD).,標準差。,,,,,,,,,,,
專業心理,cogni,認知,dissonance,dis (不) + son (音) + ance,失調/不和諧,/ˈdɪs.ə.nəns/,Cognitive dissonance.,認知失調。,,,,,,,,,,,
專業心理,place,討好/平靜,placebo,placebo (我將會討好),安慰劑,/pləˈsiː.boʊ/,The placebo effect.,安賦劑效應。,,,,,,,,,,,
專業心理,anthrop,人類,misanthropy,mis (恨) + anthropy,厭世/仇恨人類,/mɪˈsæn.θrə.pi/,A sense of misanthropy.,厭世感。,,,,,,,,,,,
專業心理,gen,產生/種類,generalization,general (一般) + ization,類化/概括,/ˌdʒen.ər.əl.əˈzeɪ.ʃən/,Stimulus generalization.,刺激類化。,,,,,,,,,,,
專業心理,amygd,杏仁,amygdala,amygdala (杏仁狀),杏仁核(情緒中樞),/əˈmɪɡ.də.lə/,Amygdala and fear.,杏仁核與恐懼感。,,,,,,,,,,,
專業心理,hippo,馬,hippocampus,hippo (馬) + campus (海),海馬迴(記憶形成),/ˌhɪp.əˈkæm.pəs/,Hippocampus atrophy.,海馬迴萎縮。,,,,,,,,,,,
專業心理,cortex,樹皮,prefrontal cortex,pre (前) + frontal + cortex,前額葉皮質(決策),/ˈkɔːr.teks/,PFC executive function.,前額葉執行功能。,,,,,,,,,,,
專業心理,thalam,房間,hypothalamus,hypo (下) + thalamus,下視丘(恆定控制),/ˌhaɪ.poʊˈθæl.ə.məs/,Hypothalamus controls hunger.,下視丘控制飢餓。,,,,,,,,,,,
專業心理,syn,共同,synapse,syn (合) + apse (連結),神經突觸,/ˈsaɪ.næps/,Chemical synapse.,化學突觸。,,,,,,,,,,,
專業心理,hemi,半,hemisphere,hemi (半) + sphere (球),大腦半球,/ˈhem.ɪ.sfɪr/,Left cerebral hemisphere.,左大腦半球。,,,,,,,,,,,
專業心理,pariet,牆,parietal lobe,parietal + lobe (瓣),頂葉(體感),/pəˈraɪ.ə.t̬əl/,Damage to the parietal lobe.,頂葉受損。,,,,,,,,,,,
專業心理,occipit,後腦,occipital lobe,occipital + lobe,枕葉(視覺),/ɑːkˈsɪp.ə.t̬əl/,Occipital visual cortex.,枕葉視覺皮質。,,,,,,,,,,,
專業心理,tempor,時間/太陽穴,temporal lobe,temporal + lobe,顳葉(聽覺/語言),/ˈtem.pər.əl/,Temporal lobe epilepsy.,顳葉癲癇。,,,,,,,,,,,
專業心理,gestalt,形狀/完形,gestalt,gestalt (德文：整體),完形心理學,/ɡəˈʃtɑːlt/,Gestalt principles.,完形法則。,,,,,,,,,,,
專業心理,behavi,行為,behaviorism,behavior + ism,行動主義,/bɪˈheɪ.vjɚ.ɪ.zəm/,Skinner and behaviorism.,史金納與行為主義。,,,,,,,,,,,
專業心理,analys,分解,psychoanalysis,psycho + analysis,精神分析,/ˌsaɪ.koʊ.əˈnæl.ə.sɪs/,Freudian psychoanalysis.,佛洛伊德精神分析。,,,,,,,,,,,
專業心理,human,人,humanism,human + ism,人本主義,/ˈhjuː.mə.nɪ.zəm/,Rogers' humanism.,羅傑斯的人本主義。,,,,,,,,,,,
專業心理,path,病,psychopathy,psycho + pathy,反社會人格/精神病態,/saɪˈkɑː.pə.θi/,Screening for psychopathy.,精神病態篩檢。,,,,,,,,,,,
專業心理,homeo,相同,homeostasis,homeo + stasis (站立),體內平衡,/ˌhoʊ.mi.oʊˈsteɪ.sɪs/,Physiological homeostasis.,生理恆定。,,,,,,,,,,,
專業心理,-oid,像...的,schizoid,schiz (裂) + oid,類思覺失調人格,/ˈskɪt.sɔɪd/,Schizoid personality.,類思覺失調人格。,,,,,,,,,,,
專業心理,sub-,在下,subconscious,sub + conscious (意識),潛意識,/ˌsʌbˈkɑːn.ʃəs/,Subconscious mind.,潛意識心智。,,,,,,,,,,,
專業心理,neuro,神經,neuroticism,neuro + ticism,神經質(五大人格),/nʊˈrɑː.t̬ə.sɪ.zəm/,High in neuroticism.,高神經質。,,,,,,,,,,,
專業心理,trans-,轉移,transference,trans (轉) + fer (帶),移情作用,/trænsˈfɝː.əns/,Patient's transference.,病人的移情作用。,,,,,,,,,,,
專業心理,counter-,反向,countertransference,counter (反) + trans,反移情,/ˌkaʊn.t̬ɚ.trænsˈfɝː.əns/,Monitor countertransference.,監控（諮商師）反移情。,,,,,,,,,,,
專業心理,cathar,純淨,catharsis,cathar (淨化) + sis,宣洩/淨化,/kəˈθɑːr.sɪs/,Emotional catharsis.,情感宣洩。,,,,,,,,,,,
專業心理,congru,一致,congruence,con (同) + gru (步),真誠一致(羅傑斯),/ˈkɑːŋ.ɡru.əns/,Therapist's congruence.,治療師的真誠一致。,,,,,,,,,,,
專業心理,alter,其他,altruism,altru (他人) + ism,利他主義,/ˈæl.tru.ɪ.zəm/,Reciprocal altruism.,互惠利他主義。,,,,,,,,,,,
專業心理,stere,固體/僵硬,stereotype,stereo (固) + type (型),刻板印象,/ˈster.i.ə.taɪp/,Gender stereotype.,性別刻板印象。,,,,,,,,,,,
專業心理,pre-,預先,prejudice,pre (先) + jud (判斷),偏見,/ˈpredʒ.ə.dɪs/,Racial prejudice.,種族偏見。,,,,,,,,,,,
專業心理,dis-,離開/不,discrimination,dis + crimin (區分),歧視,/dɪˌskrɪm.əˈneɪ.ʃən/,Workplace discrimination.,職場歧視。,,,,,,,,,,,
專業心理,attrib,歸屬,attribution,ad (向) + trib (給),歸因,/ˌæt.rɪˈbjuː.ʃən/,Internal attribution.,內部歸因。,,,,,,,,,,,
專業心理,cogni,認知,heuristics,heur (發現) + istics,捷思法(經驗法則),/hjuˈrɪs.tɪks/,Availability heuristics.,可得性捷思。,,,,,,,,,,,
專業心理,norm,標準,conformity,con (同) + form (形),從眾行為,/kənˈfɔːr.mə.t̬i/,Social conformity.,社會從眾。,,,,,,,,,,,
專業心理,facili,容易,facilitation,facili (易) + tation,社會助長,/fəˌsɪl.əˈteɪ.ʃən/,Social facilitation.,社會助長。,,,,,,,,,,,
專業心理,loaf,閒混,social loafing,social + loafing,社會懈怠,/ˈsoʊ.ʃəl ˈloʊ.fɪŋ/,Reduce social loafing.,減少社會懈怠(冗員)。,,,,,,,,,,,
專業心理,de-,去除,deindividuation,de + individual (個體),去個人化,/diːˌɪn.dɪˌvɪdʒ.uˈeɪ.ʃən/,Crowd deindividuation.,群眾去個人化。,,,,,,,,,,,
專業心理,re-,再次,resilience,re + sili (跳) + ence,心理韌性/復原力,/rɪˈzɪl.jəns/,Building resilience.,建立心理韌性。,,,,,,,,,,,
專業心理,efficacy,效力,self-efficacy,self + efficacy,自我效能,/ˌself.ef.ə.kə.si/,High self-efficacy.,高自我效能感。,,,,,,,,,,,
專業心理,valid,有效,validation,valid + ation,情緒驗證/確認,/ˌvæl.ɪˈdeɪ.ʃən/,Emotional validation.,情緒驗證(同理技巧)。,,,,,,,,,,,
專業心理,-ize,變成,stigmatize,stigma (烙印) + ize,汙名化,/ˈstɪɡ.mə.taɪz/,Stigmatize mental illness.,汙名化精神疾病。,,,,,,,,,,,
專業心理,neuro,神經,neurogenesis,neuro + genesis,神經新生,/ˌnʊr.oʊˈdʒen.ə.sɪs/,Adult neurogenesis.,成人神經新生。,,,,,,,,,,,
專業心理,syn,連結,synaptic cleft,syn + aptic + cleft,突觸間隙,/ˈsaɪ.næp.tɪk kleft/,Neurotransmitters in the cleft.,間隙中的神經傳導物質。,,,,,,,,,,,
專業心理,ser-,血清,serotonin,sero + ton (張力) + in,血清素,/ˌser.əˈtoʊ.nɪn/,Serotonin and mood.,血清素與情緒。,,,,,,,,,,,
專業心理,dopa-,多巴,dopamine,dopa + mine,多巴胺,/ˈdoʊ.pə.miːn/,Dopamine reward pathway.,多巴胺獎勵路徑。,,,,,,,,,,,
專業心理,epi-,之上,epinephrine,epi + nephr (腎) + ine,腎上腺素,/ˌep.əˈnef.rɪn/,Epinephrine surge.,腎上腺素飆升。,,,,,,,,,,,
專業心理,endo,內部,endorphin,endo + morphin (嗎啡),內啡肽,/enˈdɔːr.fɪn/,Runner's high from endorphin.,內啡肽帶來的跑者高潮。,,,,,,,,,,,
專業心理,myel,髓,myelin sheath,myelin + sheath (鞘),髓鞘,/ˈmaɪ.ə.lɪn ʃiːθ/,Damage to the myelin sheath.,髓鞘受損。,,,,,,,,,,,
專業心理,vesic,囊,vesicle,vesic (泡) + le,突觸小泡,/ˈves.ɪ.kəl/,Vesicles release chemicals.,小泡釋放化學物質。,,,,,,,,,,,
專業心理,lat-,側面,lateralization,lateral + ization,側化(大腦分工),/ˌlæt.ər.əl.əˈzeɪ.ʃən/,Hemispheric lateralization.,大腦半球側化。,,,,,,,,,,,
專業心理,corp,身體,corpus callosum,corp + callosum,胼胝體,/ˈkɔːr.pəs kəˈloʊ.səm/,Severing the corpus callosum.,切斷胼胝體(裂腦)。,,,,,,,,,,,
專業心理,stri,條紋,striatum,striatum,紋狀體,/straɪˈeɪ.t̬əm/,Striatum and habits.,紋狀體與習慣。,,,,,,,,,,,
專業心理,sulc,溝,sulcus,sulcus,腦溝,/ˈsʌl.kəs/,Central sulcus.,中央溝。,,,,,,,,,,,
專業心理,gyr,轉,gyrus,gyrus,腦回,/ˈdʒaɪ.rəs/,Precentral gyrus.,中央前回。,,,,,,,,,,,
專業心理,lob,瓣,lobotomy,lobo + otomy (切開),前額葉切斷術,/loʊˈbɑː.t̬ə.mi/,Historic lobotomy.,歷史上的前額葉切斷術。,,,,,,,,,,,
專業心理,affer,帶向,afferent nerve,affer + ent,向心(感覺)神經,/ˈæf.ər.ənt/,Afferent sensory pathways.,向心感覺路徑。,,,,,,,,,,,
專業心理,effer,帶出,efferent nerve,effer + ent,離心(運動)神經,/ˈef.ər.ənt/,Efferent motor neurons.,離心運動神經元。,,,,,,,,,,,
專業心理,glia,膠,microglia,micro (小) + glia,微膠細胞,/ˌmaɪ.kroʊˈɡliː.ə/,Microglia in brain defense.,大腦防禦中的微膠細胞。,,,,,,,,,,,
專業心理,poten,力量,action potential,action + potential,動作電位,/ˌæk.ʃən pəˈten.ʃəl/,Action potential firing.,動作電位觸發。,,,,,,,,,,,
專業心理,re-,回,reuptake,re + uptake (拿),再回收(神經傳導物),/ˌriːˈʌp.teɪk/,SSRI blocks reuptake.,SSRI 阻斷再回收。,,,,,,,,,,,
專業心理,hallu,漫遊,hallucination,hallu + cination,幻覺,/həˌluː.sɪˈneɪ.ʃən/,Auditory hallucination.,聽幻覺。,,,,,,,,,,,
專業心理,lud,玩/欺騙,delusion,de + lusion,妄想,/dɪˈluː.ʒən/,Delusion of grandeur.,誇大妄想。,,,,,,,,,,,
專業心理,an-,無,anhedonia,an + hedon (快樂) + ia,愉悅感缺失,/ˌæn.hiːˈdoʊ.ni.ə/,Anhedonia in depression.,憂鬱症中的愉悅感缺失。,,,,,,,,,,,
專業心理,bul-,意志,abulia,a + bulia,意志力缺失,/əˈbuː.li.ə/,Patient shows abulia.,病人表現出意志力缺失。,,,,,,,,,,,
專業心理,phob,怕,acrophobia,acro (高) + phobia,懼高症,/ˌæk.rəˈfoʊ.bi.ə/,Struggling with acrophobia.,與懼高症奮鬥。,,,,,,,,,,,
專業心理,compul,強迫,compulsion,com + pul (推),強迫行為,/kəmˈpʌl.ʃən/,Ritualistic compulsion.,儀式化的強迫行為。,,,,,,,,,,,
專業心理,obsess,佔據,obsession,ob + sess (坐),強迫觀念,/əbˈseʃ.ən/,Intrusive obsession.,侵入性的強迫觀念。,,,,,,,,,,,
專業心理,dissoc,分離,dissociation,dis + sociation,解離,/dɪˌsoʊ.siˈeɪ.ʃən/,Traumatic dissociation.,創傷性解離。,,,,,,,,,,,
專業心理,somat,身,somatization,somat + ization,軀體化,/ˌsoʊ.mə.t̬əˈzeɪ.ʃən/,Somatization of stress.,壓力的軀體化。,,,,,,,,,,,
專業心理,iatr,醫,iatrogenic,iatro + genic,醫源性的(治療引起),/aɪˌæt.rəˈdʒen.ɪk/,Iatrogenic trauma.,醫源性創傷。,,,,,,,,,,,
專業心理,dys-,不良,dysphoria,dys + phoria (情緒),煩躁不安/情緒低落,/dɪsˈfɔːr.i.ə/,Gender dysphoria.,性別煩躁/不安。,,,,,,,,,,,
專業心理,eu-,好,euphoria,eu + phoria,欣快感,/juːˈfɔːr.i.ə/,Drug-induced euphoria.,藥物引起的欣快感。,,,,,,,,,,,
專業心理,cata-,下/完全,catatonia,cata + ton (張力) + ia,僵直症,/ˌkæt.əˈtoʊ.ni.ə/,Catatonia in schizophrenia.,思覺失調症中的僵直症。,,,,,,,,,,,
專業心理,klept,偷,kleptomania,klept + mania,竊盜癖,/ˌklep.təˈmeɪ.ni.ə/,Diagnosed with kleptomania.,診斷為竊盜癖。,,,,,,,,,,,
專業心理,pyro,火,pyromania,pyro + mania,放火癖,/ˌpaɪ.roʊˈmeɪ.ni.ə/,Child with pyromania.,患有放火癖的兒童。,,,,,,,,,,,
專業心理,hypo-,低,hypochondriasis,hypo + chondr (軟骨),疑病症(健康焦慮),/ˌhaɪ.poʊ.kənˈdraɪ.ə.sɪs/,Severe hypochondriasis.,嚴重的疑病症。,,,,,,,,,,,
專業心理,parano,瘋狂,paranoia,para (異) + noia (心智),偏執/多疑,/ˌpær.əˈnɔɪ.ə/,Extreme paranoia.,極度偏執。,,,,,,,,,,,
專業心理,muta,沉默,mutism,mut (啞) + ism,緘默症,/ˈmjuː.tɪ.zəm/,Selective mutism.,選擇性緘默症。,,,,,,,,,,,
專業心理,anorex,食慾,anorexia,an (無) + orexia (食慾),厭食症,/ˌæn.əˈrek.si.ə/,Anorexia nervosa.,神經性厭食症。,,,,,,,,,,,
專業心理,bulim,飢餓,bulimia,bul (牛) + limia (餓),暴食症,/buːˈlɪm.i.ə/,Bulimia nervosa.,神經性暴食症。,,,,,,,,,,,
專業心理,ego,自我,superego,super + ego,超我,/ˌsuː.pɚˈiː.ɡoʊ/,Superego morals.,超我的道德感。,,,,,,,,,,,
專業心理,id,它,id,id (拉丁：它),本我,/ɪd/,Id's pleasure principle.,本我的快樂原則。,,,,,,,,,,,
專業心理,libid,渴望,libido,libido,慾力/性衝動,/lɪˈbiː.doʊ/,Freud's theory of libido.,佛洛伊德的慾力理論。,,,,,,,,,,,
專業心理,arche,原始,archetype,arche + type,原型(榮格),/ˈɑːr.kɪ.taɪp/,Archetype of the shadow.,陰影原型。,,,,,,,,,,,
專業心理,anim,靈魂,anima,anima (女性靈魂),內心女性面(榮格),/ˈæn.ə.mə/,Integrating the anima.,整合內心女性面。,,,,,,,,,,,
專業心理,anim,靈魂,animus,animus (男性靈魂),內心男性面(榮格),/ˈæn.ə.məs/,Integrating the animus.,整合內心男性面。,,,,,,,,,,,
專業心理,persona,面具,persona,persona,人格面具,/pɚˈsoʊ.nə/,Public persona.,公開的人格面具。,,,,,,,,,,,
專業心理,deni,否認,denial,deny + al,否認(防衛機制),/dɪˈnaɪ.əl/,In a state of denial.,處於否認狀態。,,,,,,,,,,,
專業心理,repress,壓下,repression,re + press,壓抑,/rɪˈpreʃ.ən/,Repression of memories.,記憶的壓抑。,,,,,,,,,,,
專業心理,suppress,壓制,suppression,sup + press,抑制(意識層面),/səˈpreʃ.ən/,Conscious suppression.,有意識的抑制。,,,,,,,,,,,
專業心理,ration,理由,rationalization,rational + ization,合理化,/ˌræʃ.ən.əl.əˈzeɪ.ʃən/,Sweet-lemon rationalization.,甜檸檬合理化。,,,,,,,,,,,
專業心理,displace,移位,displacement,dis + place,替代/位移,/dɪˈspleɪs.mənt/,Displacement of anger.,憤怒的位移。,,,,,,,,,,,
專業心理,sublim,高尚,sublimation,sublim + ation,昇華,/ˌsʌb.lɪˈmeɪ.ʃən/,Sublimation through art.,透過藝術昇華。,,,,,,,,,,,
專業心理,introject,投向內,introjection,intro + ject,內投,/ˌɪn.trəˈdʒek.ʃən/,Introjection of parent values.,內投父母價值觀。,,,,,,,,,,,
專業心理,react,反應,reaction formation,react + formation,反向形成,/riˈæk.ʃən/,Reaction formation in behavior.,行為中的反向形成。,,,,,,,,,,,
專業心理,identi,相同,identification,identity + fication,認同,/aɪˌden.t̬ə.fəˈkeɪ.ʃən/,Identification with aggressor.,與攻擊者認同。,,,,,,,,,,,
專業心理,compen,補償,compensation,com + pens (掛),補償作用,/ˌkɑːm.pənˈseɪ.ʃən/,Compensation for inferiority.,為了自卑感的補償。,,,,,,,,,,,
專業心理,fix,固定,fixation,fix + ation,固著,/fɪkˈseɪ.ʃən/,Oral fixation.,口腔期固著。,,,,,,,,,,,
專業心理,allia,盟約,therapeutic alliance,therapeutic + alliance,治療聯盟,/əˈlaɪ.əns/,Strong therapeutic alliance.,強大的治療聯盟。,,,,,,,,,,,
專業心理,rapport,帶回/和諧,rapport,rapport (法文：關係),良好關係/親善,/ræpˈɔːr/,Establish rapport quickly.,快速建立關係。,,,,,,,,,,,
專業心理,em-,進入,empathy,em + pathy,同理心,/ˈem.pə.θi/,Empathy vs Sympathy.,同理心 vs 同情心。,,,,,,,,,,,
專業心理,genu,真實,genuineness,genuine + ness,真誠性,/ˈdʒen.ju.ɪn.nəs/,Core condition: genuineness.,核心條件：真誠。,,,,,,,,,,,
專業心理,condit,條件,unconditional positive regard,un + condit + positive,無條件正向關懷,/ˌʌn.kənˈdɪʃ.ən.əl/,Provide UPR to clients.,對個案提供無條件正向關懷。,,,,,,,,,,,
